,SriLanka_creole,phonetic_transcription,Portuguese_definition,Portuguese_IPA,English_definition,pos,Related_languages,pt_related annotations,sources,original_full_entry,original_Portuguese_definition,original_linguistic_notes,page
611,cousès,kouzeːs,coisas,,things,noun,Macao creole,,,"Cóusus (p. us.), cousès (p. us.), cousas. Dial. mac. cosu.",coisas,pouco usado,147.0
612,Cóver,koːʋeɾ,capa do livro,,book cover,noun,English,,,"Cóver, capa do livro. — Ingl.",capa do livro,,147.0
613,Covodo,koʋodo,côvado,,cubit,noun,,Dialectal Portuguese,,"Covodo, covido (A^. T"".), covado. — Covodo : port. Dialetal Portuguese. Azurara tem covedo.",covado,,147.0
614,covido,koʋido,côvado,,cubit,noun,,Dialectal Portuguese,,"Covodo, covido (A^. T"".), covado. — Covodo : port. Dialetal Portuguese. Azurara tem covedo.",covado,,147.0
615,Creditor,kɾeditoɾ,credor,,creditor,noun,English,,,"Creditor, credor. — Ingl.",credor,,147.0
616,Crem,kɾem,crer,ˈkɾeɾ,believe,verb,,,,"Crem {Br. 2), crer. — Con-trac. de creio em.",crer,,147.0
617,Crescentà,kɾesentaː,acrescentar,ɐ.kɾɨʃ.sẽ.ˈtaɾ,append,verb,Macao creole,,,"Crescentà, criscentá, ac-crescentar; augmentar (desus.). Crescentemento, crescento (mais us.), accrescentamento. Crescentá: dial. mac.",acrescentar,,147.0
618,criscentá,kɾisentaː,acrescentar,ɐ.kɾɨʃ.sẽ.ˈtaɾ,append,verb,Macao creole,,,"Crescentà, criscentá, ac-crescentar; augmentar (desus.). Crescentemento, crescento (mais us.), accrescentamento. Crescentá: dial. mac.",acrescentar,,147.0
619,Criançè,kɾianseː,criança,kɾi.ɐ̃.ˈsɐ,child,noun,,Dialectal Portuguese,,"Criançè, criença, crean-ça. — Criença: port. Dialetal Portuguese.",criança,,147.0
620,criença,kɾiensa,criança,kɾi.ɐ̃.ˈsɐ,child,noun,,Dialectal Portuguese,,"Criançè, criença, crean-ça. — Criença: port. Dialetal Portuguese.",criança,,147.0
621,Criminal,kɾiminal,criminoso,,criminal,noun,English,,,"Criminal, criminoso. — Do ingl.?",criminoso,,147.0
622,Criscé,kɾiseː,crescer,kɾɨʃ.ˈseɾ,grow up,verb,,,,"Criscé, crise, crescer.",crescer,,147.0
623,crisé,kɾizeː,crescer,kɾɨʃ.ˈseɾ,grow up,verb,,,,"Criscé, crise, crescer.",crescer,,147.0
624,Crucifigà,kɾusifigaː,crucificar,,crucify,verb,,,,"Crucifigà, (C. A.)^ crucificar.",crucificar,,147.0
625,Cruveldade,kɾuʋeldade,crueldade,kɾu.ɛɫ.ˈda.dɨ,cruelty,noun,,,,"Oruveldade, crueldade (t. us.). Gfr. corovè.",crueldade,,147.0
626,Cubicè,kubiseː,cobiça,,greed,noun,,,,"Cubicè, cubico, cobiça. T. cobiço.",cobiça,,147.0
627,cubiço,kubiso,cobiça,,greed,noun,,,,"Cubicè, cubico, cobiça. T. cobiço.",cobiça,,147.0
628,Kuda,kuda,ninho,,nest,noun,"Sinhala, Tamil",,,"Cuda (pron. kúda), cudo, ninho ; gaiola ; alcofa, cesto. — Singl. g^, cTí^q ou atx^H {kúdé, kúdava ou kãdaya\ tam. dh.(^ {kúdu).",ninho,,147.0
629,Cuidade,kuidade,cuidado,kuj.ˈda.du,caution,noun,,Old Portuguese,,"Cuidade, cuidaçâo, cui-dança, cuidancè, cuidado (t. us.). Cuidadomente, cuida-demente, cuidadosamente. —■ Cuidaçâo: port. arch.",cuidado,,147.0
630,cuidação,kuidasaːo,cuidado,kuj.ˈda.du,caution,noun,,Old Portuguese,,"Cuidade, cuidaçâo, cui-dança, cuidancè, cuidado (t. us.). Cuidadomente, cuida-demente, cuidadosamente. —■ Cuidaçâo: port. arch.",cuidado,,147.0
631,cuidança,kuidansa,cuidado,kuj.ˈda.du,caution,noun,,Old Portuguese,,"Cuidade, cuidaçâo, cui-dança, cuidancè, cuidado (t. us.). Cuidadomente, cuida-demente, cuidadosamente. —■ Cuidaçâo: port. arch.",cuidado,,147.0
632,cuidancè,kuidanseː,cuidado,kuj.ˈda.du,caution,noun,,Old Portuguese,,"Cuidade, cuidaçâo, cui-dança, cuidancè, cuidado (t. us.). Cuidadomente, cuida-demente, cuidadosamente. —■ Cuidaçâo: port. arch.",cuidado,,147.0
633,Cuidadomente,kuidadomente,cuidadosamente,,carefully,adverb,,,,,cuidadosamente,,
634,cuidademente,kuidademente,cuidadosamente,,carefully,adverb,,,,,cuidadosamente,,
635,Cujéra,kud̠ʒeːɾa,colher,,spoon,verb,,,,"Cujéra, colher. Cfr. travajo; mára, vagara.",colher,,147.0
636,Cale,kale,"jornaleiro, mariola",,day labourer,noun,"Konkani, Macao creole, Sinhala, Tamil",All Portuguese-based creoles of India,,"Cale, cúli, jornaleiro, mariola. Comm. Dial. mac.T. indo-ingl. (cooly). — Sing. oníri-ohl^ 6( {kulikâraya)^ tam. aii.C^(UJ€W {kúliyâl), konk.","jornaleiro, mariola",,147.0
637,cúli,kuːli,"jornaleiro, mariola",,day labourer,noun,"Konkani, Macao creole, Sinhala, Tamil",All Portuguese-based creoles of India,,"Cale, cúli, jornaleiro, mariola. Comm. Dial. mac.T. indo-ingl. (cooly). — Sing. oníri-ohl^ 6( {kulikâraya)^ tam. aii.C^(UJ€W {kúliyâl), konk.","jornaleiro, mariola",,147.0
638,Culpador,kulpadoɾ,culpado,,guilty,noun,,,,"Culpador, culpado.",culpado,,147.0
639,Cum,kum,com,kõ,with,preposition,,,,"Cum, com (mais us.).",com,,147.0
640,Cumaso,kumazo,começo,,beginning,noun,,,Istori de San Clear,"Cumaso {S. C), começo. Mais us. começa.",começo,,147.0
641,Cum'sá,kuməsaː,começar,ku.mɨ.ˈsaɾ,begin,verb,Capeverdean creole,,,"Cum'sá, começar. Cum'sa-vè (poet.), começava. Dial. cab. cumçá.",começar,,147.0
642,Cupá,kupaː,ocupar,ɔ.ku.ˈpaɾ,occupy,verb,,,,"Cupã,, occupar. Cupação, occupação. Cfr. casião.",occupar,,147.0
643,Cupação,kupasaːo,ocupação,ɔ.ku.pɐ.ˈsɐ̃w̃,occupation.,noun,,,,,occupação,,
644,Curá,kuɾaː,correr,ku.ˈReɾ,run,verb,,,,"Cura {Br. i), correr.",correr,,147.0
645,Cural,kuɾal,curral,ku.ˈRaɫ,enclosure,noun,,,,"Curai, curral.",curral,,147.0
646,Curavè,kuɾaʋeː,"curava, curar",,"healed, heal",verb,,,,"Curavè (poet.), curava; curar.","curava, curar",poético,147.0
647,Curtezia,kuɾtezia,cortesia,,courtesy,noun,,,,"Curtezia, cortezia.",cortezia,,147.0
648,Cusá,kuzaː,coser,ku.ˈzeɾ,sew,verb,,,,"Cusá, coser.",coser,,147.0
649,Cúsa,kuːza,cousa,,thing,noun,Macao creole,,,"Cúsa {Br. i), cousa. Dial. mac. Cfr. cusas em Viterbo.",cousa,,147.0
650,Cúspi,kuːspi,cuspo,ˈkuʃ.pu,spit,noun,Macao creole,,,"Cuspi, cóspi (p. us.), cuspo. Cuspi: dial. mac. Cfr. prósmi.",cuspo,pouco usado,147.0
651,cóspi,koːspi,cuspo,ˈkuʃ.pu,spit,noun,Macao creole,,,"Cuspi, cóspi (p. us.), cuspo. Cuspi: dial. mac. Cfr. prósmi.",cuspo,pouco usado,147.0
652,Custúma,kustuːma,costume,,custom,noun,Marathi,,,"Custúma, custumo, costume. Customà, costumar.",costume,,147.0
653,custumo,kustumo,costume,,custom,noun,Marathi,,,"Custúma, custumo, costume. Customà, costumar.",costume,,147.0
654,Customà,kustomaː,costumar,kuʃ.tu.ˈmaɾ,use to,verb,,,,,costumar,,
655,Dace,dase,gravata,,tie,noun,Dutch,,,"Daoe, gravata. — Holl. das. Dàlhi, dàlji, dàhi, dàji, dar",gravata,,147.0
656,Dàlhi,daːʎi,"dar em, bater, espancar",,"give, hit, spank",verb,Cochin creole,,,,"dar em, bater, espancar",,
657,dàlyi,daːlʲi,"dar em, bater, espancar",,"give, hit, spank",verb,Cochin creole,,,,"dar em, bater, espancar",,
658,dàhi,daːi,"dar em, bater, espancar",,"give, hit, spank",verb,Cochin creole,,,,"dar em, bater, espancar",,
659,dàji,daːd̠ʒi,"dar em, bater, espancar",,"give, hit, spank",verb,Cochin creole,,,,"dar em, bater, espancar",,
660,Dádimo,daːdimo,dádiva,ˈda.di.vɐ,gift,noun,,,,"Dádimo, dadiva. P. us. V.  em, bater, espancar. Dahido, SAGoa creoleTE. espancado. Dial. coch. dali.",dadiva,pouco usado,147.0
661,Danà,danaː,causar dano,,damage,verb,,,,"Dana, causar damno, damni-",causar dano,,148.0
662,Danação,danasaːo,danificação,,damage,noun,,,,"ficar. Danação, damnificação. Dial. cab. — Port. arch. damnar.",danificação,,148.0
663,Danaficà,danafikaː,danificar,dɐ.ni.fi.ˈkaɾ,damage,verb,,,,"Danaflcà, damnificar. Dana-",danificar,,148.0
664,Danaficação,danafikasaːo,danificação,,damage,noun,,,,"ficação, damnificação.",danificação,,148.0
665,Dandy,dandi,janota,,dandy,noun,English,,,"Dandy, «dandy«, janota. — Ingl.",janota,,148.0
666,Darté,daɾteː,derreter,dɨ.Rɨ.ˈteɾ,melt,verb,,,,"Dartê, derté (C /!.), derreter. Corr. norm. Cfr. carta.",derreter,,148.0
667,derté,deɾteː,derreter,dɨ.Rɨ.ˈteɾ,melt,verb,,,,"Dartê, derté (C /!.), derreter. Corr. norm. Cfr. carta.",derreter,,148.0
668,Dar-tomars,daɾ tomaɾs,"trato, correspondência",,"tract, correspondence",noun,English,,,"Dar-tomars, dares e tomares: trato, correspondência. Dé, de; desde; por. Decémber,  dezembro. — Ingl.","trato, correspondência",,148.0
669,Decémber,deseːmbeɾ,dezembro,,december,noun,English,,,,dezembro,,
670,De-ceos-visitador,de seos ʋizitadoɾ,visitador vindo do céu,,visitor from heaven,noun,,,,"De-ceos-visiíador, visitador vindo do céo.",visitador vindo do céo,,148.0
671,Dè,deː,"de, desde, por",,"of, since, by",preposition,,,,,"de, desde, por",,
672,Dedia,dedia,dia,di.a,day,noun,,,,,dia,,
673,Dek,dek,coberta do navio,,ship deck,noun,English,,,"Deck, coberta do navio. — Ingl. Declarão, declaração (t.us.). Dedia, dia (t. us.). Cfr. alarde, impe.",coberta do navio,,148.0
674,Declarão,deklaɾaːo,declaração,dɨ.klɐ.ɾɐ.ˈsɐ̃w̃,statement,noun,,,,,declaração,,
675,Deféncia,defeːnsia,defesa,,defense,noun,,,,"Deféncia, defencè, defensa, defesa.",defesa,,148.0
676,defencè,defenseː,defesa,,defense,noun,,,,"Deféncia, defencè, defensa, defesa.",defesa,,148.0
677,Deido,deido,dedo,,finger,noun,,,,"Deido (fórm. mod.), dedo. Cfr. deseijo, meido.",dedo,forma moderna,148.0
678,Deixa,deiʃa,deixar,dɐj.ˈʃaɾ,allow,verb,Macao creole,,,"Deixa, dessa (mais us.), deixar. Deixa nós fa^è, façamos. Dial. mac. deçá. Cfr. vamos.",deixar,,148.0
679,dessa,desa,deixar,dɐj.ˈʃaɾ,allow,verb,Macao creole,,,"Deixa, dessa (mais us.), deixar. Deixa nós fa^è, façamos. Dial. mac. deçá. Cfr. vamos.",deixar,,148.0
680,Demóni,demoːni,demónio,dɨ.ˈmɔ.nju,demon,noun,,,,"Demóni {Br. 2), demónio. Cfr. almári, vigári.",demónio,,148.0
681,Denheiro,deɲeiɾo,dinheiro,,money,noun,,,,"Denheiro, dinheiro (t. us.). Déntor, dentro (mais us.). Dentro (subs.), o interior, fundo. Dentro-vo:^, voz interior. Deos-bénza {Br. i), benção •de Deus.",dinheiro,,148.0
682,Déntor,deːntoɾ,dentro,ˈdẽ.tɾu,inside,adverb,,,,,dentro,,
683,Dentro-voz,dentɾo ʋos,voz interior,,inner voice,noun,,,,,voz interior,,
684,Deos-bénza,deos beːnza,bênção de deus,,god blessing,noun,,,,,benção de deus,,
685,Dér,deːɾ,"continuamente, sempre, frequentemente — Do hol gedurig?",,"continually, always, often",adverb,Dutch,,,"Dér (adv.), continuamente, sempre; frequentemente. — Do holl. gedurig?","continuamente, sempre, frequentemente",,148.0
686,Deremá,deɾemaː,derramar,,spill,verb,Marathi,,,"Deremá, derramar. Desasparà, desesperar. Descarga, descarregar. Cfr. carga.",derramar,,148.0
687,Desasparà,dezaspaɾaː,desesperar,dɨ.zɨʃ.pɨ.ˈɾaɾ,despair,verb,,,,,desesperar,,
688,Descargà,deskaɾgaː,descarregar,dɨʃ.kɐ.Rɨ.ˈɡaɾ,download,verb,,,,,descarregar,,
689,Desci,desi,descer,dɨʃ.ˈseɾ,descend,verb,,,,"Desci, descer.",descer,,148.0
690,Desclorà,deskloɾaː,descolorar,,discolour,verb,,,,"Desclorà, descolorar. Cfr. dor.",descolorar,,148.0
691,Descompetido,deskompetido,inconveniente,ĩ.kõ.vɨ.ˈnjẽ.tɨ,inconvenient,adjective,,,,"Descompetido, inconveniente. Descompetidomente, inconvenientemente.",inconveniente,,148.0
692,Descompetidomente,deskompetidomente,inconvenientemente,,inconveniently,noun,,,,,inconvenientemente,,
693,Descontentado,deskontentado,descontente,dɨʃ.kõ.ˈtẽ.tɨ,unhappy,adjective,,,,"Descontentado, descontente. Cfr. contentado.",descontente,,148.0
694,Descuidação,deskuidasaːo,descuido,dɨʃ.ˈkuj.du,negligence,noun,,,,"Descuidação, descuidancè, descuido. Cfr. cuidação, ciii-dancè.",descuido,,148.0
695,descuidancè,deskuidanseː,descuido,dɨʃ.ˈkuj.du,negligence,noun,,,,"Descuidação, descuidancè, descuido. Cfr. cuidação, ciii-dancè.",descuido,,148.0
696,Deseijo,dezeid̠ʒo,desejo,dɨ.ˈzaj.ʒu,wish,noun,,,,"Deseijo, deselho, desejo. Deseijà, desejar. Cfr. meido.",desejo,,148.0
697,deselho,dezeʎo,desejo,dɨ.ˈzaj.ʒu,wish,noun,,,,"Deseijo, deselho, desejo. Deseijà, desejar. Cfr. meido.",desejo,,148.0
698,Deseijà,dezeid̠ʒaː,desejar,dɨ.zɨ.ˈʒaɾ,wish,verb,,,,,desejar,,
699,Desembarçan,dezembaɾsan,desembarque,dɨ.zẽ.ˈbaɾ.kɨ,disembarkation,noun,,,,"Desembarçan {Br. 2), desembarque.",desembarque,,148.0
700,Desempàr,dezempaːɾ,desamparo,,helplessness,noun,,,,"Desempàr, desemp'raçáo {Cant.), desamparo. Desem-pará, desemprà, desamparar. Azurara tem desemparar.",desamparo,,148.0
701,desemp'raçáo,dezempəɾasaːo,desamparo,,helplessness,noun,,,,"Desempàr, desemp'raçáo {Cant.), desamparo. Desem-pará, desemprà, desamparar. Azurara tem desemparar.",desamparo,,148.0
702,Desempará,dezempaɾaː,desamparar,dɨ.zɐ̃.pɐ.ˈɾaɾ,forsake,verb,,,,,desamparar,,
703,desemprà,dezempɾaː,desamparar,dɨ.zɐ̃.pɐ.ˈɾaɾ,forsake,verb,,,,,desamparar,,
704,Desfamá,desfamaː,desafamar,,defame,verb,Marathi,,,"Desfamá, desafamar.",desafamar,,148.0
705,Desfazedo,desfazedo,desfeito,,undone,adjective,,,,"Desfazedo, desfazido (mais us.), desfeito (t. us.). Cír.fajedo.",desfeito,,148.0
706,desfazido,desfazido,desfeito,,undone,adjective,,,,"Desfazedo, desfazido (mais us.), desfeito (t. us.). Cír.fajedo.",desfeito,,148.0
707,Desfruitoso,desfɾuitozo,infrutuoso,,fruitless,adjective,,,,"Desfruitoso, infructuoso. Cfr. discerto.",infructuoso,,148.0
708,Desgardecé,dezgaɾdeseː,desagradecer,,unthank,verb,,,,"Desgardecé, desagradecer. Desgradecido, desgarde-cido, desagradecido; ingrato (p. us.). Desgardecimento, desagradecimento; ingratidão. — De gradecè.",desagradecer,pouco usado,148.0
709,Desgradecimento,dezgɾadesimento,"desagradecimento, ingratidão",,"unthankfulness, ingratitude",noun,,,,,"desagradecimento, ingratidão",,
710,Desgosto-vida,dezgosto ʋida,vida de desgostos,,life of heartbreaks,noun,,,,"Desgosto-vida, vida de desgostos.",vida de desgostos,,148.0
711,Deshonestade,deʃonestade,desonestidade,dɨ.zu.nɨʃ.ti.ˈda.dɨ,dishonesty,noun,,,Novo testamento,"Deshonestade (A^. 7"".), des-honestidade.",desonestidade,,148.0
712,Desià,deziaː,desejar,dɨ.zɨ.ˈʒaɾ,wish,verb,,,,"Desià, disià, dizia, desejar. Desio, disio, desejo. Cfr./e5-tiá, subia.",desejar,,148.0
713,disià,diziaː,desejar,dɨ.zɨ.ˈʒaɾ,wish,verb,,,,"Desià, disià, dizia, desejar. Desio, disio, desejo. Cfr./e5-tiá, subia.",desejar,,148.0
714,diziá,diziaː,desejar,dɨ.zɨ.ˈʒaɾ,wish,verb,,,,"Desià, disià, dizia, desejar. Desio, disio, desejo. Cfr./e5-tiá, subia.",desejar,,148.0
715,Desio,dezio,desejo,dɨ.ˈzaj.ʒu,wish,noun,,,,,desejo,,
716,disio,dizio,desejo,dɨ.ˈzaj.ʒu,wish,noun,,,,,desejo,,
717,Desimportá,dezimpoɾtaː,"não se importar, desprezar, desatender, desleixar",,"despise, disregard, neglect",adverb,,,,"Desimportá, desemportá, não se importar, desprezar, desattender, desleixar. Des-emportado, negligente, des-","não se importar, desprezar, desattender, desleixar",,148.0
718,desemportá,dezempoɾtaː,"não se importar, desprezar, desatender, desleixar",,"despise, disregard, neglect",adverb,,,,"Desimportá, desemportá, não se importar, desprezar, desattender, desleixar. Des-emportado, negligente, des-","não se importar, desprezar, desattender, desleixar",,148.0
719,Desemportado,dezempoɾtado,negligente,nɨ.ɡli.ˈʒẽ.tɨ,negligent,adjective,,,,,negligente,,
720,Desemportança,dezempoɾtansa,"desleixo, descuido",,"sloppiness, carelessness",noun,,,,"cuidoso. Desemportança, desemportação, desleixo, descuido.","desleixo, descuido",,149.0
721,desemportação,dezempoɾtasaːo,"desleixo, descuido",,"sloppiness, carelessness",noun,,,,"cuidoso. Desemportança, desemportação, desleixo, descuido.","desleixo, descuido",,149.0
722,Deslimpo,dezlimpo,"sujo, imundo",,"dirty, filthy",noun,,,,"Deslimpo, SUJO, immundo. Cfr. disrepartido. Deslimpéza, immundicia, contaminação. Deslimpá, sujar, manchar.","sujo, immundo",,149.0
723,Deslimpéza,dezlimpeːza,"imundícia, contaminação",,"filthiness, contamination",noun,,,,,"immundicia, contaminação",,
724,Deslimpá,dezlimpaː,"sujar, manchar",,"dirty, stain",verb,,,,,"sujar, manchar",,
725,Desmará,dezmaɾaː,desamarrar,,untie,verb,,,,"Desmará, desamarrar. Cfr. 7nará.",desamarrar,,149.0
726,Desmasiação,dezmaziasaːo,demasia,dɨ.mɐ.ˈzi.ɐ,too much,noun,,,,"Desmasiação, demasia.",demasia,,149.0
727,Desobedencia,dezobedensia,desobediência,,disobedience,noun,,,,"Desobedencia, desobediência. Cfr. conscencia.",desobediência,,149.0
728,Despadaçá,despadasaː,despedaçar,dɨʃ.pɨ.dɐ.ˈsaɾ,shatter,verb,,,,"Despadaçá, despedaçar. Cfr. padas.",despedaçar,,149.0
729,Desparança,despaɾansa,desesperança,,hopelessness,noun,,,,"Desparança, desesperança.",desesperança,,149.0
730,Desparecê,despaɾeseː,desaparecer,,fade,verb,,,,"Desparecê, desparcé (mais us.), desapparecer. Dispar-cido, desapparecido; invisivel. Cfr. parece.",desapparecer,,149.0
731,desparcé,despaɾseː,desaparecer,,fade,verb,,,,"Desparecê, desparcé (mais us.), desapparecer. Dispar-cido, desapparecido; invisivel. Cfr. parece.",desapparecer,,149.0
732,Disparcido,dispaɾsido,"desaparecido, invisível",,"disappeared, invisible",adjective,,,,,desapparecido, invisivel,
733,Despôde,despoːde,depois de,,after,adverb,,,,"Despôde, depois de.",depois de,,149.0
734,Despois,despojs,depois,dɨ.ˈpojʃ,after,adverb,,Dialectal Portuguese,,"Despois, depois. — Port. Dialetal Portuguese.",depois,,149.0
735,Despossessá,desposesaː,desapossar,,dispossess,verb,,,,"Despossessá, desapossar. Cfr. possessa.",desapossar,,149.0
736,Desprazá,despɾazaː,desprezar,dɨʃ.pɾɨ.ˈzaɾ,despise,verb,,,,"Desprazá (Br. i), desprezar.",desprezar,,149.0
737,Desprendido,despɾendido,"desaprendido, indouto, iliterato",,"unlearned, illiterate",adjective,,,,"Desprendido, desappren-dido; indouto, illitterato. Cfr. prende.","desapprendido, indouto, illitterato",,149.0
738,Desprovà,despɾoʋaː,"reprovar, provar contra, refutar",,"disapprove, prove against, disprove",verb,,,,"Desprova, reprovar; provar contra, refutar.","reprovar, provar contra, refutar",,149.0
739,Desproveitoso,despɾoʋeitozo,inútil,i.ˈnu.tiɫ,useless ,adjective,,,,"Desproveitoso, inútil (de-sus.). — De desproveito.",inútil,,149.0
740,Destribuá,destɾibuaː,distribuir,dɨʃ.tɾi.ˈbwiɾ,spread,verb,,,,"Destribuá, distribuir. Des-tribuação, destribução, distribuição.",distribuir,,149.0
741,Destribuação,destɾibuasaːo,distribuição,dɨʃ.tɾi.bwi.ˈsɐ̃w̃,distribution,noun,,,,,distribuição,,
742,destribução,destɾibusaːo,distribuição,dɨʃ.tɾi.bwi.ˈsɐ̃w̃,distribution,noun,,,,,distribuição,,
743,Destruvé,destɾuʋeː,destruir,dɨʃ.tɾu.ˈiɾ,destroy,verb,,,,"Destruvé, destruvô, destrava {Br. i), destruir (t. us.). Destruiação, destruivição, destrucção, destruição.",destruir,,149.0
744,destruivé,destɾuiʋeː,destruir,dɨʃ.tɾu.ˈiɾ,destroy,verb,,,,"Destruvé, destruvô, destrava {Br. i), destruir (t. us.). Destruiação, destruivição, destrucção, destruição.",destruir,,149.0
745,destruvà,destɾuʋaː,destruir,dɨʃ.tɾu.ˈiɾ,destroy,verb,,,,"Destruvé, destruvô, destrava {Br. i), destruir (t. us.). Destruiação, destruivição, destrucção, destruição.",destruir,,149.0
746,Destruiação,destɾuiasaːo,destruição,dɨʃ.tɾu.i.ˈsɐ̃w̃,destruction,noun,,,,,destruição,,
747,destruivição,destɾuiʋisaːo,destruição,dɨʃ.tɾu.i.ˈsɐ̃w̃,destruction,noun,,,,,destruição,,
748,destrucção,destɾuksaːo,destruição,dɨʃ.tɾu.i.ˈsɐ̃w̃,destruction,noun,,,,,destruição,,
749,Desvai,desʋai,"deixe ir, deixe estar",,"let go, let be",verb,,,,"Desvai, deixe ir, deixe estar. Contracção de desse (deixe) e vai (ir).","deixe ir, deixe estar",,149.0
750,Desvaloso,desʋalozo,desvalioso,,useless ,adjective,,,,Desvaloso. V. desvalioso.,desvalioso,,149.0
751,Dettà,detːaː,deitar,dɐj.ˈtaɾ,lay,verb,Capeverdean creole,Dialetal Portuguese Alentejo,,"Dettà, deitar. Dial. cab. detâ. Dial. alemtej. dêtér.",deitar,,149.0
752,Devida,deʋida,dívida,,debt,noun,,,Istori de San Clear,"Devida, déuda (p. us.), dieudè {S. C), divida. Devi-dor, dividor (p. us.), devedor. Devida: em Viterbo; lat. debi-tum.",dívida,pouco usado,149.0
753,déuda,deːuda,dívida,,debt,noun,,,Istori de San Clear,"Devida, déuda (p. us.), dieudè {S. C), divida. Devi-dor, dividor (p. us.), devedor. Devida: em Viterbo; lat. debi-tum.",dívida,pouco usado,149.0
