SriLanka_creole,phonetic_transcription,Portuguese_definition,English_definition,pos,Related_languages,pt_related annotations,sources,original_full_entry,original_Portuguese_definition,original_linguistic_notes,page
Cósse,koːse,coice,kickback,noun,,,,"Cósse, couce. Cossià, cou-cear; recalcitrar.",couce,,146.0
Cossià,kosiaː,"coicear, recalcitrar","kickback, recalcitrate",verb,,,,,coucear, recalcitrar,
Cossér,koseːɾ,coceira,itchy,noun,,,,"Cossér, coceira.",coceira,,146.0
Costa,kosta,custar,custar,verb,,,,"Costa, custar.",custar,,146.0
Couraço,kouɾaso,couraça,breastplate,noun,,,,"Couraço, couraça.",couraça,,146.0
Kôrt,koːɾt,"corte, tribunal",court,noun,English,All Portuguese-based creoles of India,,"Court (pron. côrt)^ corte, tribunal. Comm. — Court: ingl.","corte, tribunal",,147.0
Cóusus,koːuzus,coisas,things,noun,Macao creole,,,"Cóusus (p. us.), cousès (p. us.), cousas. Dial. mac. cosu.",coisas,pouco usado,147.0
cousès,kouzeːs,coisas,things,noun,Macao creole,,,"Cóusus (p. us.), cousès (p. us.), cousas. Dial. mac. cosu.",coisas,pouco usado,147.0
Cóver,koːʋeɾ,capa do livro,book cover,noun,English,,,"Cóver, capa do livro. — Ingl.",capa do livro,,147.0
Covodo,koʋodo,côvado,cubit,noun,,Dialectal Portuguese,,"Covodo, covido (A^. T"".), covado. — Covodo : port. Dialetal Portuguese. Azurara tem covedo.",covado,,147.0
covido,koʋido,côvado,cubit,noun,,Dialectal Portuguese,,"Covodo, covido (A^. T"".), covado. — Covodo : port. Dialetal Portuguese. Azurara tem covedo.",covado,,147.0
Creditor,kɾeditoɾ,credor,creditor,noun,English,,,"Creditor, credor. — Ingl.",credor,,147.0
Crem,kɾem,crer,believe,verb,,,,"Crem {Br. 2), crer. — Con-trac. de creio em.",crer,,147.0
Crescentà,kɾesentaː,acrescentar,append,verb,Macao creole,,,"Crescentà, criscentá, ac-crescentar; augmentar (desus.). Crescentemento, crescento (mais us.), accrescentamento. Crescentá: dial. mac.",acrescentar,,147.0
criscentá,kɾisentaː,acrescentar,append,verb,Macao creole,,,"Crescentà, criscentá, ac-crescentar; augmentar (desus.). Crescentemento, crescento (mais us.), accrescentamento. Crescentá: dial. mac.",acrescentar,,147.0
Criançè,kɾianseː,criança,child,noun,,Dialectal Portuguese,,"Criançè, criença, crean-ça. — Criença: port. Dialetal Portuguese.",criança,,147.0
criença,kɾiensa,criança,child,noun,,Dialectal Portuguese,,"Criançè, criença, crean-ça. — Criença: port. Dialetal Portuguese.",criança,,147.0
Criminal,kɾiminal,criminoso,criminal,noun,English,,,"Criminal, criminoso. — Do ingl.?",criminoso,,147.0
Criscé,kɾiseː,crescer,grow up,verb,,,,"Criscé, crise, crescer.",crescer,,147.0
crisé,kɾizeː,crescer,grow up,verb,,,,"Criscé, crise, crescer.",crescer,,147.0
Crucifigà,kɾusifigaː,crucificar,crucify,verb,,,,"Crucifigà, (C. A.)^ crucificar.",crucificar,,147.0
Cruveldade,kɾuʋeldade,crueldade,cruelty,noun,,,,"Oruveldade, crueldade (t. us.). Gfr. corovè.",crueldade,,147.0
Cubicè,kubiseː,cobiça,greed,noun,,,,"Cubicè, cubico, cobiça. T. cobiço.",cobiça,,147.0
cubiço,kubiso,cobiça,greed,noun,,,,"Cubicè, cubico, cobiça. T. cobiço.",cobiça,,147.0
Kuda,kuda,ninho,nest,noun,"Sinhala, Tamil",,,"Cuda (pron. kúda), cudo, ninho ; gaiola ; alcofa, cesto. — Singl. g^, cTí^q ou atx^H {kúdé, kúdava ou kãdaya\ tam. dh.(^ {kúdu).",ninho,,147.0
Cuidade,kuidade,cuidado,caution,noun,,Old Portuguese,,"Cuidade, cuidaçâo, cui-dança, cuidancè, cuidado (t. us.). Cuidadomente, cuida-demente, cuidadosamente. —■ Cuidaçâo: port. arch.",cuidado,,147.0
cuidação,kuidasaːo,cuidado,caution,noun,,Old Portuguese,,"Cuidade, cuidaçâo, cui-dança, cuidancè, cuidado (t. us.). Cuidadomente, cuida-demente, cuidadosamente. —■ Cuidaçâo: port. arch.",cuidado,,147.0
cuidança,kuidansa,cuidado,caution,noun,,Old Portuguese,,"Cuidade, cuidaçâo, cui-dança, cuidancè, cuidado (t. us.). Cuidadomente, cuida-demente, cuidadosamente. —■ Cuidaçâo: port. arch.",cuidado,,147.0
cuidancè,kuidanseː,cuidado,caution,noun,,Old Portuguese,,"Cuidade, cuidaçâo, cui-dança, cuidancè, cuidado (t. us.). Cuidadomente, cuida-demente, cuidadosamente. —■ Cuidaçâo: port. arch.",cuidado,,147.0
Cuidadomente,kuidadomente,cuidadosamente,carefully,adverb,,,,,cuidadosamente,,
cuidademente,kuidademente,cuidadosamente,carefully,adverb,,,,,cuidadosamente,,
Cujéra,kud̠ʒeːɾa,colher,spoon,verb,,,,"Cujéra, colher. Cfr. travajo; mára, vagara.",colher,,147.0
Cale,kale,"jornaleiro, mariola",day labourer,noun,"Konkani, Macao creole, Sinhala, Tamil",All Portuguese-based creoles of India,,"Cale, cúli, jornaleiro, mariola. Comm. Dial. mac.T. indo-ingl. (cooly). — Sing. oníri-ohl^ 6( {kulikâraya)^ tam. aii.C^(UJ€W {kúliyâl), konk.","jornaleiro, mariola",,147.0
cúli,kuːli,"jornaleiro, mariola",day labourer,noun,"Konkani, Macao creole, Sinhala, Tamil",All Portuguese-based creoles of India,,"Cale, cúli, jornaleiro, mariola. Comm. Dial. mac.T. indo-ingl. (cooly). — Sing. oníri-ohl^ 6( {kulikâraya)^ tam. aii.C^(UJ€W {kúliyâl), konk.","jornaleiro, mariola",,147.0
Culpador,kulpadoɾ,culpado,guilty,noun,,,,"Culpador, culpado.",culpado,,147.0
Cum,kum,com,with,preposition,,,,"Cum, com (mais us.).",com,,147.0
Cumaso,kumazo,começo,beginning,noun,,,Istori de San Clear,"Cumaso {S. C), começo. Mais us. começa.",começo,,147.0
Cum'sá,kuməsaː,começar,begin,verb,Capeverdean creole,,,"Cum'sá, começar. Cum'sa-vè (poet.), começava. Dial. cab. cumçá.",começar,,147.0
Cupá,kupaː,ocupar,occupy,verb,,,,"Cupã,, occupar. Cupação, occupação. Cfr. casião.",occupar,,147.0
Cupação,kupasaːo,ocupação,occupation.,noun,,,,,occupação,,
Curá,kuɾaː,correr,run,verb,,,,"Cura {Br. i), correr.",correr,,147.0
Cural,kuɾal,curral,enclosure,noun,,,,"Curai, curral.",curral,,147.0
Curavè,kuɾaʋeː,"curava, curar","healed, heal",verb,,,,"Curavè (poet.), curava; curar.","curava, curar",poético,147.0
Curtezia,kuɾtezia,cortesia,courtesy,noun,,,,"Curtezia, cortezia.",cortezia,,147.0
Cusá,kuzaː,coser,sew,verb,,,,"Cusá, coser.",coser,,147.0
Cúsa,kuːza,cousa,thing,noun,Macao creole,,,"Cúsa {Br. i), cousa. Dial. mac. Cfr. cusas em Viterbo.",cousa,,147.0
Cúspi,kuːspi,cuspo,spit,noun,Macao creole,,,"Cuspi, cóspi (p. us.), cuspo. Cuspi: dial. mac. Cfr. prósmi.",cuspo,pouco usado,147.0
cóspi,koːspi,cuspo,spit,noun,Macao creole,,,"Cuspi, cóspi (p. us.), cuspo. Cuspi: dial. mac. Cfr. prósmi.",cuspo,pouco usado,147.0
Custúma,kustuːma,costume,custom,noun,Marathi,,,"Custúma, custumo, costume. Customà, costumar.",costume,,147.0
custumo,kustumo,costume,custom,noun,Marathi,,,"Custúma, custumo, costume. Customà, costumar.",costume,,147.0
Customà,kustomaː,costumar,use to,verb,,,,,costumar,,
Dace,dase,gravata,tie,noun,Dutch,,,"Daoe, gravata. — Holl. das. Dàlhi, dàlji, dàhi, dàji, dar",gravata,,147.0
Dàlhi,daːʎi,"dar em, bater, espancar","give, hit, spank",verb,Cochin creole,,,,"dar em, bater, espancar",,
dàlyi,daːlʲi,"dar em, bater, espancar","give, hit, spank",verb,Cochin creole,,,,"dar em, bater, espancar",,
dàhi,daːi,"dar em, bater, espancar","give, hit, spank",verb,Cochin creole,,,,"dar em, bater, espancar",,
dàji,daːd̠ʒi,"dar em, bater, espancar","give, hit, spank",verb,Cochin creole,,,,"dar em, bater, espancar",,
Dádimo,daːdimo,dádiva,gift,noun,,,,"Dádimo, dadiva. P. us. V.  em, bater, espancar. Dahido, SAGoa creoleTE. espancado. Dial. coch. dali.",dadiva,pouco usado,147.0
Danà,danaː,causar dano,damage,verb,,,,"Dana, causar damno, damni-",causar dano,,148.0
Danação,danasaːo,danificação,damage,noun,,,,"ficar. Danação, damnificação. Dial. cab. — Port. arch. damnar.",danificação,,148.0
Danaficà,danafikaː,danificar,damage,verb,,,,"Danaflcà, damnificar. Dana-",danificar,,148.0
Danaficação,danafikasaːo,danificação,damage,noun,,,,"ficação, damnificação.",danificação,,148.0
Dandy,dandi,janota,dandy,noun,English,,,"Dandy, «dandy«, janota. — Ingl.",janota,,148.0
Darté,daɾteː,derreter,melt,verb,,,,"Dartê, derté (C /!.), derreter. Corr. norm. Cfr. carta.",derreter,,148.0
derté,deɾteː,derreter,melt,verb,,,,"Dartê, derté (C /!.), derreter. Corr. norm. Cfr. carta.",derreter,,148.0
Dar-tomars,daɾ tomaɾs,"trato, correspondência","tract, correspondence",noun,English,,,"Dar-tomars, dares e tomares: trato, correspondência. Dé, de; desde; por. Decémber,  dezembro. — Ingl.","trato, correspondência",,148.0
Decémber,deseːmbeɾ,dezembro,december,noun,English,,,,dezembro,,
De-ceos-visitador,de seos ʋizitadoɾ,visitador vindo do céu,visitor from heaven,noun,,,,"De-ceos-visiíador, visitador vindo do céo.",visitador vindo do céo,,148.0
Dè,deː,"de, desde, por","of, since, by",preposition,,,,,"de, desde, por",,
Dedia,dedia,dia,day,noun,,,,,dia,,
Dek,dek,coberta do navio,ship deck,noun,English,,,"Deck, coberta do navio. — Ingl. Declarão, declaração (t.us.). Dedia, dia (t. us.). Cfr. alarde, impe.",coberta do navio,,148.0
Declarão,deklaɾaːo,declaração,statement,noun,,,,,declaração,,
Deféncia,defeːnsia,defesa,defense,noun,,,,"Deféncia, defencè, defensa, defesa.",defesa,,148.0
defencè,defenseː,defesa,defense,noun,,,,"Deféncia, defencè, defensa, defesa.",defesa,,148.0
Deido,deido,dedo,finger,noun,,,,"Deido (fórm. mod.), dedo. Cfr. deseijo, meido.",dedo,forma moderna,148.0
Deixa,deiʃa,deixar,allow,verb,Macao creole,,,"Deixa, dessa (mais us.), deixar. Deixa nós fa^è, façamos. Dial. mac. deçá. Cfr. vamos.",deixar,,148.0
dessa,desa,deixar,allow,verb,Macao creole,,,"Deixa, dessa (mais us.), deixar. Deixa nós fa^è, façamos. Dial. mac. deçá. Cfr. vamos.",deixar,,148.0
Demóni,demoːni,demónio,demon,noun,,,,"Demóni {Br. 2), demónio. Cfr. almári, vigári.",demónio,,148.0
Denheiro,deɲeiɾo,dinheiro,money,noun,,,,"Denheiro, dinheiro (t. us.). Déntor, dentro (mais us.). Dentro (subs.), o interior, fundo. Dentro-vo:^, voz interior. Deos-bénza {Br. i), benção •de Deus.",dinheiro,,148.0
Déntor,deːntoɾ,dentro,inside,adverb,,,,,dentro,,
Dentro-voz,dentɾo ʋos,voz interior,inner voice,noun,,,,,voz interior,,
Deos-bénza,deos beːnza,bênção de deus,god blessing,noun,,,,,benção de deus,,
Dér,deːɾ,"continuamente, sempre, frequentemente — Do hol gedurig?","continually, always, often",adverb,Dutch,,,"Dér (adv.), continuamente, sempre; frequentemente. — Do holl. gedurig?","continuamente, sempre, frequentemente",,148.0
Deremá,deɾemaː,derramar,spill,verb,Marathi,,,"Deremá, derramar. Desasparà, desesperar. Descarga, descarregar. Cfr. carga.",derramar,,148.0
Desasparà,dezaspaɾaː,desesperar,despair,verb,,,,,desesperar,,
Descargà,deskaɾgaː,descarregar,download,verb,,,,,descarregar,,
Desci,desi,descer,descend,verb,,,,"Desci, descer.",descer,,148.0
Desclorà,deskloɾaː,descolorar,discolour,verb,,,,"Desclorà, descolorar. Cfr. dor.",descolorar,,148.0
Descompetido,deskompetido,inconveniente,inconvenient,adjective,,,,"Descompetido, inconveniente. Descompetidomente, inconvenientemente.",inconveniente,,148.0
Descompetidomente,deskompetidomente,inconvenientemente,inconveniently,noun,,,,,inconvenientemente,,
Descontentado,deskontentado,descontente,unhappy,adjective,,,,"Descontentado, descontente. Cfr. contentado.",descontente,,148.0
Descuidação,deskuidasaːo,descuido,negligence,noun,,,,"Descuidação, descuidancè, descuido. Cfr. cuidação, ciii-dancè.",descuido,,148.0
descuidancè,deskuidanseː,descuido,negligence,noun,,,,"Descuidação, descuidancè, descuido. Cfr. cuidação, ciii-dancè.",descuido,,148.0
Deseijo,dezeid̠ʒo,desejo,wish,noun,,,,"Deseijo, deselho, desejo. Deseijà, desejar. Cfr. meido.",desejo,,148.0
deselho,dezeʎo,desejo,wish,noun,,,,"Deseijo, deselho, desejo. Deseijà, desejar. Cfr. meido.",desejo,,148.0
Deseijà,dezeid̠ʒaː,desejar,wish,verb,,,,,desejar,,
Desembarçan,dezembaɾsan,desembarque,disembarkation,noun,,,,"Desembarçan {Br. 2), desembarque.",desembarque,,148.0
Desempàr,dezempaːɾ,desamparo,helplessness,noun,,,,"Desempàr, desemp'raçáo {Cant.), desamparo. Desem-pará, desemprà, desamparar. Azurara tem desemparar.",desamparo,,148.0
desemp'raçáo,dezempəɾasaːo,desamparo,helplessness,noun,,,,"Desempàr, desemp'raçáo {Cant.), desamparo. Desem-pará, desemprà, desamparar. Azurara tem desemparar.",desamparo,,148.0
Desempará,dezempaɾaː,desamparar,forsake,verb,,,,,desamparar,,
desemprà,dezempɾaː,desamparar,forsake,verb,,,,,desamparar,,
Desfamá,desfamaː,desafamar,defame,verb,Marathi,,,"Desfamá, desafamar.",desafamar,,148.0
Desfazedo,desfazedo,desfeito,undone,adjective,,,,"Desfazedo, desfazido (mais us.), desfeito (t. us.). Cír.fajedo.",desfeito,,148.0
desfazido,desfazido,desfeito,undone,adjective,,,,"Desfazedo, desfazido (mais us.), desfeito (t. us.). Cír.fajedo.",desfeito,,148.0
Desfruitoso,desfɾuitozo,infrutuoso,fruitless,adjective,,,,"Desfruitoso, infructuoso. Cfr. discerto.",infructuoso,,148.0
Desgardecé,dezgaɾdeseː,desagradecer,unthank,verb,,,,"Desgardecé, desagradecer. Desgradecido, desgarde-cido, desagradecido; ingrato (p. us.). Desgardecimento, desagradecimento; ingratidão. — De gradecè.",desagradecer,pouco usado,148.0
Desgradecimento,dezgɾadesimento,"desagradecimento, ingratidão","unthankfulness, ingratitude",noun,,,,,"desagradecimento, ingratidão",,
Desgosto-vida,dezgosto ʋida,vida de desgostos,life of heartbreaks,noun,,,,"Desgosto-vida, vida de desgostos.",vida de desgostos,,148.0
Deshonestade,deʃonestade,desonestidade,dishonesty,noun,,,Novo testamento,"Deshonestade (A^. 7"".), des-honestidade.",desonestidade,,148.0
Desià,deziaː,desejar,wish,verb,,,,"Desià, disià, dizia, desejar. Desio, disio, desejo. Cfr./e5-tiá, subia.",desejar,,148.0
disià,diziaː,desejar,wish,verb,,,,"Desià, disià, dizia, desejar. Desio, disio, desejo. Cfr./e5-tiá, subia.",desejar,,148.0
diziá,diziaː,desejar,wish,verb,,,,"Desià, disià, dizia, desejar. Desio, disio, desejo. Cfr./e5-tiá, subia.",desejar,,148.0
Desio,dezio,desejo,wish,noun,,,,,desejo,,
disio,dizio,desejo,wish,noun,,,,,desejo,,
Desimportá,dezimpoɾtaː,"não se importar, desprezar, desatender, desleixar","despise, disregard, neglect",adverb,,,,"Desimportá, desemportá, não se importar, desprezar, desattender, desleixar. Des-emportado, negligente, des-","não se importar, desprezar, desattender, desleixar",,148.0
desemportá,dezempoɾtaː,"não se importar, desprezar, desatender, desleixar","despise, disregard, neglect",adverb,,,,"Desimportá, desemportá, não se importar, desprezar, desattender, desleixar. Des-emportado, negligente, des-","não se importar, desprezar, desattender, desleixar",,148.0
Desemportado,dezempoɾtado,negligente,negligent,adjective,,,,,negligente,,
Desemportança,dezempoɾtansa,"desleixo, descuido","sloppiness, carelessness",noun,,,,"cuidoso. Desemportança, desemportação, desleixo, descuido.","desleixo, descuido",,149.0
desemportação,dezempoɾtasaːo,"desleixo, descuido","sloppiness, carelessness",noun,,,,"cuidoso. Desemportança, desemportação, desleixo, descuido.","desleixo, descuido",,149.0
Deslimpo,dezlimpo,"sujo, imundo","dirty, filthy",noun,,,,"Deslimpo, SUJO, immundo. Cfr. disrepartido. Deslimpéza, immundicia, contaminação. Deslimpá, sujar, manchar.","sujo, immundo",,149.0
Deslimpéza,dezlimpeːza,"imundícia, contaminação","filthiness, contamination",noun,,,,,"immundicia, contaminação",,
Deslimpá,dezlimpaː,"sujar, manchar","dirty, stain",verb,,,,,"sujar, manchar",,
Desmará,dezmaɾaː,desamarrar,untie,verb,,,,"Desmará, desamarrar. Cfr. 7nará.",desamarrar,,149.0
Desmasiação,dezmaziasaːo,demasia,too much,noun,,,,"Desmasiação, demasia.",demasia,,149.0
Desobedencia,dezobedensia,desobediência,disobedience,noun,,,,"Desobedencia, desobediência. Cfr. conscencia.",desobediência,,149.0
Despadaçá,despadasaː,despedaçar,shatter,verb,,,,"Despadaçá, despedaçar. Cfr. padas.",despedaçar,,149.0
Desparança,despaɾansa,desesperança,hopelessness,noun,,,,"Desparança, desesperança.",desesperança,,149.0
Desparecê,despaɾeseː,desaparecer,fade,verb,,,,"Desparecê, desparcé (mais us.), desapparecer. Dispar-cido, desapparecido; invisivel. Cfr. parece.",desapparecer,,149.0
desparcé,despaɾseː,desaparecer,fade,verb,,,,"Desparecê, desparcé (mais us.), desapparecer. Dispar-cido, desapparecido; invisivel. Cfr. parece.",desapparecer,,149.0
Disparcido,dispaɾsido,"desaparecido, invisível","disappeared, invisible",adjective,,,,,desapparecido, invisivel,
Despôde,despoːde,depois de,after,adverb,,,,"Despôde, depois de.",depois de,,149.0
Despois,despojs,depois,after,adverb,,Dialectal Portuguese,,"Despois, depois. — Port. Dialetal Portuguese.",depois,,149.0
Despossessá,desposesaː,desapossar,dispossess,verb,,,,"Despossessá, desapossar. Cfr. possessa.",desapossar,,149.0
Desprazá,despɾazaː,desprezar,despise,verb,,,,"Desprazá (Br. i), desprezar.",desprezar,,149.0
Desprendido,despɾendido,"desaprendido, indouto, iliterato","unlearned, illiterate",adjective,,,,"Desprendido, desappren-dido; indouto, illitterato. Cfr. prende.","desapprendido, indouto, illitterato",,149.0
Desprovà,despɾoʋaː,"reprovar, provar contra, refutar","disapprove, prove against, disprove",verb,,,,"Desprova, reprovar; provar contra, refutar.","reprovar, provar contra, refutar",,149.0
Desproveitoso,despɾoʋeitozo,inútil,useless ,adjective,,,,"Desproveitoso, inútil (de-sus.). — De desproveito.",inútil,,149.0
Destribuá,destɾibuaː,distribuir,spread,verb,,,,"Destribuá, distribuir. Des-tribuação, destribução, distribuição.",distribuir,,149.0
Destribuação,destɾibuasaːo,distribuição,distribution,noun,,,,,distribuição,,
destribução,destɾibusaːo,distribuição,distribution,noun,,,,,distribuição,,
Destruvé,destɾuʋeː,destruir,destroy,verb,,,,"Destruvé, destruvô, destrava {Br. i), destruir (t. us.). Destruiação, destruivição, destrucção, destruição.",destruir,,149.0
destruivé,destɾuiʋeː,destruir,destroy,verb,,,,"Destruvé, destruvô, destrava {Br. i), destruir (t. us.). Destruiação, destruivição, destrucção, destruição.",destruir,,149.0
destruvà,destɾuʋaː,destruir,destroy,verb,,,,"Destruvé, destruvô, destrava {Br. i), destruir (t. us.). Destruiação, destruivição, destrucção, destruição.",destruir,,149.0
Destruiação,destɾuiasaːo,destruição,destruction,noun,,,,,destruição,,
destruivição,destɾuiʋisaːo,destruição,destruction,noun,,,,,destruição,,
destrucção,destɾuksaːo,destruição,destruction,noun,,,,,destruição,,
Desvai,desʋai,"deixe ir, deixe estar","let go, let be",verb,,,,"Desvai, deixe ir, deixe estar. Contracção de desse (deixe) e vai (ir).","deixe ir, deixe estar",,149.0
Desvaloso,desʋalozo,desvalioso,useless ,adjective,,,,Desvaloso. V. desvalioso.,desvalioso,,149.0
Dettà,detːaː,deitar,lay,verb,Capeverdean creole,Dialetal Portuguese Alentejo,,"Dettà, deitar. Dial. cab. detâ. Dial. alemtej. dêtér.",deitar,,149.0
Devida,deʋida,dívida,debt,noun,,,Istori de San Clear,"Devida, déuda (p. us.), dieudè {S. C), divida. Devi-dor, dividor (p. us.), devedor. Devida: em Viterbo; lat. debi-tum.",dívida,pouco usado,149.0
